VCMX25_EBF HVT_EBF HVB_EBF CWPVT_EBF Z0MVT_EBF WLTSMC_SCL REFSMC_SCL MAXSMC_SCL SATDK_SCL LAI_EBF
90.48722103710955 43.66736126140327 7.118295601855871 2.6095950573901385 0.3018470888694918 0.17337082781086435 0.16897513302052608 0.471188901795558 0.0004094482841799873 4.818873161095641
33.0553996983528 53.053477896222276 16.919999256273194 3.5439566706755583 1.1973090727763729 0.2312854030186988 0.30231430448262064 0.7091006700316855 6.549417760374383e-05 3.085290511376947
97.6745848911252 36.70942285411841 8.804228804799237 1.99672263875781 0.6547473226917275 0.17400931749165888 0.43618906487981723 0.5216553275646696 6.516115802035617e-05 4.340925650488709
85.06194693590182 30.593107936741916 8.343409778075705 2.5829041552861187 0.4760575818962744 0.036646438916771315 0.26295284482135317 0.682903466752252 0.0002775411963018564 6.754802948397337
46.122376884973136 39.890336828465976 14.448126770668372 0.47849394530018097 0.9299203978354624 0.20924499889532977 0.23788510304295418 0.5983409406227094 0.00028920351008279976 4.719215836464364
89.69135041125625 36.41413874912303 7.027490327354643 4.928617628727809 1.2674647779468382 0.14990297787741697 0.42335728465766265 0.5043425486486063 0.00038456952209626035 5.436450949152787
82.01339288626454 43.462209365724576 14.350172264116193 3.9411993375582903 0.8844316018050518 0.11865471171066781 0.36705680917939154 0.4574369736005109 0.0003059096127628188 5.926503191358485
108.41436702058292 30.831214506442873 6.071207411979811 1.4788459846693962 0.6842923954862397 0.09554655093820139 0.44968066366185355 0.5798931563217398 1.5813951029248496e-05 3.538189953732598
90.96580700391411 40.408075279959654 15.75748851536556 3.6986088733759255 0.668212125061526 0.2594182594109635 0.41966760903462297 0.5128346866312434 0.0004480142895014003 5.571597115170146
104.83071955645194 43.17472570895875 10.23672195390877 2.1923537067513013 0.8896589342155681 0.06975344023365997 0.2663645138014396 0.526427098427847 6.332954594253238e-05 6.997200639505784
76.24794575005504 44.04466875837886 9.504242016960056 5.067343917166408 1.237212957863915 0.09230901282954103 0.2364125911510218 0.49785330142906337 4.502692702301953e-05 3.267172049595078
43.94870854086995 32.52076336141012 10.059094249920973 4.705179166975324 0.7450795945140483 0.12557958318479104 0.15184364743417433 0.586978742259717 0.0004731454321286523 5.144436788397702
34.276806121906006 30.32944415969628 9.476466686076456 1.0219049969106098 0.5534796516715303 0.24046061542480465 0.23388785383587737 0.5087932897009652 0.000493010516320927 6.369829177117582
101.88269857414893 48.579131051261065 5.4337490495246366 2.9741331518307845 0.9969476912971718 0.20219673022331933 0.3926415033897246 0.672026774925491 0.00014606327423901235 4.103837316432935
45.90218439642922 35.42185656176525 5.487674535768426 0.7219261790291416 1.300727650156533 0.06741336916649407 0.4262905293827678 0.5362882317023047 0.00013810698603864042 6.3301220923654595
79.01563154164123 40.35306084745898 17.12348811997431 0.287165569000856 1.2642224493809155 0.12133730381456095 0.15974324641513873 0.6231191769492576 0.0003011195882944867 3.71051302637524
30.323879263577734 41.204781510447866 5.890436469839237 1.0526435435073382 0.7216569573140859 0.07629101661422405 0.2826571149813183 0.7362163230383251 7.735795479743663e-05 5.308885874332127
104.89267713183418 36.267147781776245 14.267410348322391 0.21408796767625282 0.6452895737383095 0.09641241216300889 0.15836645698588925 0.7456628103741769 0.0004285479397123592 6.968052466703094
72.29669002854965 36.876246050694576 18.380629461101655 3.1179162180053335 0.5263279998516085 0.08784385455147088 0.19047673068330112 0.6307584175265676 0.00028333537791494024 6.631613391401464
92.47033531422653 52.5735112126434 18.804846495524995 1.7394736169038634 0.3157155313102119 0.18886302750819023 0.16213660924036843 0.7439286956285082 0.00012720976797044834 6.651952032171392
46.30021261691165 46.58509744660425 6.849590771952842 2.258247601509423 1.1437248254415224 0.22366623289254955 0.22174701278872888 0.4545721605259548 0.00024330667623620364 6.136336681746241
